reference,title,type,isbn10,isbn13,url,reading-lists,doi
850610AE-C961-0FFC-3756-C6B83D77165E,Critique of information,book,,9780761952688;9780761952695;9781446217283,http://readinglists.ucl.ac.uk/items/850610AE-C961-0FFC-3756-C6B83D77165E.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
850EEE7D-0703-B03E-90AD-7731A190E49A,Practical reason: on the theory of action,book,0745616240,,http://readinglists.ucl.ac.uk/items/850EEE7D-0703-B03E-90AD-7731A190E49A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
856189D2-0711-5A88-6A7F-9CA4DAA68C4C,Space and place: the perspective of experience,book,0816608849;0713159715,,http://readinglists.ucl.ac.uk/items/856189D2-0711-5A88-6A7F-9CA4DAA68C4C.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
85F8F2F5-86CC-1A48-4118-B93064850DEE,Principles of geographical information systems,book,0198233663;0198233655,,http://readinglists.ucl.ac.uk/items/85F8F2F5-86CC-1A48-4118-B93064850DEE.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Recommended,
87C59061-D897-BC75-D29E-9039A9DDA789,Rethinking the power of maps,book,1606237071;1593853661,9781606237076;9781593853662,http://readinglists.ucl.ac.uk/items/87C59061-D897-BC75-D29E-9039A9DDA789.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Optional,
88F2B806-AF0D-C0DB-5602-2ABB11AA56AE,The metropolis and mental life,book,0226757757,,http://readinglists.ucl.ac.uk/items/88F2B806-AF0D-C0DB-5602-2ABB11AA56AE.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,
89E0D673-BC17-B0C1-A3E2-B9F3498E7940,Edge city: life on the new frontier,book,0385424345,,http://readinglists.ucl.ac.uk/items/89E0D673-BC17-B0C1-A3E2-B9F3498E7940.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
8A53DB37-EB49-5544-CCFE-890C10DE71E4,"The data revolution: big data, open data, data infrastructures and their consequences",book,,9781473909472;9781446287484,http://readinglists.ucl.ac.uk/items/8A53DB37-EB49-5544-CCFE-890C10DE71E4.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,
8BCD52DD-EA95-A450-D2BF-0CFE71497DCD,Geocomputation with R,book,,,http://readinglists.ucl.ac.uk/items/8BCD52DD-EA95-A450-D2BF-0CFE71497DCD.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Essential,
8BE692BA-660C-493E-A95D-08764F213894,The SAGE handbook of spatial analysis,book,141291082X,9781412910828,http://readinglists.ucl.ac.uk/items/8BE692BA-660C-493E-A95D-08764F213894.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Recommended,
93D44ED7-FE5F-07BD-91A9-3FA07AE9274C,"The global city: New York, London, Tokyo",book,1299284205;1400847486,,http://readinglists.ucl.ac.uk/items/93D44ED7-FE5F-07BD-91A9-3FA07AE9274C.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
940F9E12-A5AF-0DEC-6FBF-76008BB86299,Location and land use: toward a general theory of land rent,book,0674537009,,http://readinglists.ucl.ac.uk/items/940F9E12-A5AF-0DEC-6FBF-76008BB86299.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
9532C4B8-FC18-8DC1-1B15-B3271B44590F,Building the inclusive city: theory and practice for confronting urban segregation,book,1138814415,9781138814417,http://readinglists.ucl.ac.uk/items/9532C4B8-FC18-8DC1-1B15-B3271B44590F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
97014BAB-76B6-5D6E-6446-DD6C25558B3D,"The Data Revolution: Big Data, Open Data, Data Infrastructures & Their Consequences",book,,9781446287484;9781473909472,http://readinglists.ucl.ac.uk/items/97014BAB-76B6-5D6E-6446-DD6C25558B3D.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,10.4135/9781473909472
97A08452-15EF-A457-CD09-898B89CAC4D7,"Learning Processing: a beginner's guide to programming images, animation, and interaction",book,0123736021,9780123736024,http://readinglists.ucl.ac.uk/items/97A08452-15EF-A457-CD09-898B89CAC4D7.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,
9862333E-098C-3FE6-360B-2BD1F603319A,"Cities and complexity: understanding cities with cellular automata, agent-based models, and fractals",book,0262025833;0262524791,9780262025836;9780262524797,http://readinglists.ucl.ac.uk/items/9862333E-098C-3FE6-360B-2BD1F603319A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,
992B813A-97F0-C2AC-1585-E05CB9F32D9A,Post-structuralist geography: a guide to relational space,book,0761974237;0761974245,,http://readinglists.ucl.ac.uk/items/992B813A-97F0-C2AC-1585-E05CB9F32D9A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
9D0772CF-15EA-D3C9-209A-D28C3C706119,Python for data analysis,book,,9781449319793,http://readinglists.ucl.ac.uk/items/9D0772CF-15EA-D3C9-209A-D28C3C706119.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,
9FFCAE94-B3FF-C1FB-908E-1DCEBDE84988,Geographic information science & systems,book,1119031575;1118676955,9781119031574;9781118676950,http://readinglists.ucl.ac.uk/items/9FFCAE94-B3FF-C1FB-908E-1DCEBDE84988.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
A2690E3B-3273-E178-5E51-2A6D1042D215,The entrepreneurial state: debunking public vs. private sector myths,book,,9780141986104,http://readinglists.ucl.ac.uk/items/A2690E3B-3273-E178-5E51-2A6D1042D215.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1,
A33E4C4B-9D90-3F3E-C7B1-A9ED4120D3B0,"Geocomputation with R, chapter 8",book,,,http://readinglists.ucl.ac.uk/items/A33E4C4B-9D90-3F3E-C7B1-A9ED4120D3B0.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
A4FAC04B-2141-79E5-3153-B24F7C379ECD,Complexity theory and the social sciences: an introduction,book,0415162955;0415162963,9780415162951;9780415162968;9781003060932,http://readinglists.ucl.ac.uk/items/A4FAC04B-2141-79E5-3153-B24F7C379ECD.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,10.4324/9780203003916
A59A0650-3D73-9168-91E9-BB19C8B5E320,"Splintering urbanism: networked infrastructures, technological mobilities and the urban condition",book,0415189659;0415189640,9780415189651,http://readinglists.ucl.ac.uk/items/A59A0650-3D73-9168-91E9-BB19C8B5E320.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,10.4324/9780203452202
A76B2448-8E12-5411-0234-E65EE1DAB85A,Data Analysis with Open Source Tools,book,1449396658;1449301851,9781449396657;9781449301859,http://readinglists.ucl.ac.uk/items/A76B2448-8E12-5411-0234-E65EE1DAB85A.html,074DEFFB-49ED-BAF2-9296-6F0191E2EEC2,
A91D706F-D64B-6815-25B4-7E8129DA54A3,Urban and regional planning,book,0815365276;0815365306,9780815365303;9780815365273,http://readinglists.ucl.ac.uk/items/A91D706F-D64B-6815-25B4-7E8129DA54A3.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
A9C8CE11-284F-59F9-A9A4-3553798D03C6,Visualizing Data,book,0596514557,9780596514556,http://readinglists.ucl.ac.uk/items/A9C8CE11-284F-59F9-A9A4-3553798D03C6.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,
AD843B2A-5A5E-EFC3-CB44-3B45895AE946,A model of metropolis,book,,,http://readinglists.ucl.ac.uk/items/AD843B2A-5A5E-EFC3-CB44-3B45895AE946.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,
ADA4E756-B18E-F726-69D3-69142F457EEB,New principles in planning evaluation,book,0754675076;0754609138,9780754675075;9780754609131,http://readinglists.ucl.ac.uk/items/ADA4E756-B18E-F726-69D3-69142F457EEB.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,10.4324/9781315248004
ADDEE028-16D1-5095-4119-BE6740CEA419,Data analysis using regression and multilevel/hierarchical models,book,0521867061;052168689X,9780521867061;9780521686891,http://readinglists.ucl.ac.uk/items/ADDEE028-16D1-5095-4119-BE6740CEA419.html,F337A367-A79E-5897-3521-039ADAAE58C0,
AF83B602-E43D-21F4-DEA3-B2F6D9A6E604,Remote Sensing Image Analysis with R,book,,,http://readinglists.ucl.ac.uk/items/AF83B602-E43D-21F4-DEA3-B2F6D9A6E604.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
AFBB9357-3E72-44A9-BC30-C18EE3711247,Statistics in a nutshell,book,1449316824,9781449316822,http://readinglists.ucl.ac.uk/items/afbb9357-3e72-44a9-bc30-c18ee3711247.html,F337A367-A79E-5897-3521-039ADAAE58C0,
AFE362B4-1FD6-5AF0-2052-E0B4D3D64F0C,Principles of Geographic Information Systems (4th Edition),book,,,http://readinglists.ucl.ac.uk/items/AFE362B4-1FD6-5AF0-2052-E0B4D3D64F0C.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Recommended,
B18D7349-93E2-436D-A765-FB6EDF99F3B5,Data analysis using regression and multilevel/hierarchical models,book,0521867061;052168689X,9780521867061;9780521686891,http://readinglists.ucl.ac.uk/items/b18d7349-93e2-436d-a765-fb6edf99f3b5.html,F337A367-A79E-5897-3521-039ADAAE58C0,
B234D3D9-5619-525D-F3B3-BBCAAFF208FD,Urban future 21: a global agenda for twenty-first century cities,book,0415240751,,http://readinglists.ucl.ac.uk/items/B234D3D9-5619-525D-F3B3-BBCAAFF208FD.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
B3DA79F5-D501-7A08-7FFE-B9872487E981,Geographic Data Science with Python,book,,,http://readinglists.ucl.ac.uk/items/B3DA79F5-D501-7A08-7FFE-B9872487E981.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,
B9276D70-D9FA-3822-BBA9-F046BFD7DD1D,"Principles of geographical information systems, chapter 9/10",book,0198233663;0198233655,,http://readinglists.ucl.ac.uk/items/B9276D70-D9FA-3822-BBA9-F046BFD7DD1D.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
BEFAE45D-4957-1E7E-D2AA-F86BC8C5F364,Geospatial Analysis - spatial and GIS analysis techniques and GIS software,book,,,http://readinglists.ucl.ac.uk/items/BEFAE45D-4957-1E7E-D2AA-F86BC8C5F364.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Essential,
BF282695-460C-66B9-BBF7-81CF982FA580,The economy of cities,book,0140214739,,http://readinglists.ucl.ac.uk/items/BF282695-460C-66B9-BBF7-81CF982FA580.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
C1BD26D4-B3A5-BAEB-7330-9A64108C8CAF,The Constitution of Society: Outline of the Theory of Structuration,book,0745600069;0745665284;0745676618,,http://readinglists.ucl.ac.uk/items/C1BD26D4-B3A5-BAEB-7330-9A64108C8CAF.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
C441BC00-0075-F0EB-10B1-37CECCF7D3CE,EU General Data Protection Regulation (GDPR): An Implementation and Compliance Guide - Second edition,book,,9781849289467,http://readinglists.ucl.ac.uk/items/C441BC00-0075-F0EB-10B1-37CECCF7D3CE.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
C46A36FD-48D1-214D-8716-9F0F63C8787D,The Victorian internet: the remarkable story of the telegraph and the nineteenth century's online pioneers,book,,9780753807033,http://readinglists.ucl.ac.uk/items/C46A36FD-48D1-214D-8716-9F0F63C8787D.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
C4BAE2CB-02F2-F6DF-6735-6E80E66FA534,An introduction to statistical learning: with applications in R,book,1461471370,9781461471370,http://readinglists.ucl.ac.uk/items/C4BAE2CB-02F2-F6DF-6735-6E80E66FA534.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
C57D6492-78CE-6531-C302-EC795CF62A37,"The Truthful Art: Data, Charts, and Maps for Communication",book,0321934075;0133440494,9780133440492;9780321934079,http://readinglists.ucl.ac.uk/items/C57D6492-78CE-6531-C302-EC795CF62A37.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA:Essential,
C6516B2F-98FB-34BC-6749-02B413527136,Spatial divisions of labour: social structures and the geography of production,book,0333214986,,http://readinglists.ucl.ac.uk/items/C6516B2F-98FB-34BC-6749-02B413527136.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
C67922CC-B545-3F34-FCF1-7F3FE80815AD,Geographic information systems & science,book,0470721456;0470721448,9780470721452;9780470721445,http://readinglists.ucl.ac.uk/items/C67922CC-B545-3F34-FCF1-7F3FE80815AD.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Essential,
C6A879BE-2876-A5E1-3D92-812F55EC7F46,Humanistic geography,book,0709901682;085664854x,,http://readinglists.ucl.ac.uk/items/C6A879BE-2876-A5E1-3D92-812F55EC7F46.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
C728B36D-2D22-E45C-71EC-3EC04D867077,Processing: a programming handbook for visual designers and artists,book,0262182629,9780262182621,http://readinglists.ucl.ac.uk/items/C728B36D-2D22-E45C-71EC-3EC04D867077.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,
C7ACD158-968B-4877-F4E1-6A5165C834EE,Air & light & time & space: how successful academics write,book,0674977610;0674737709,9780674977617;9780674737709,http://readinglists.ucl.ac.uk/items/C7ACD158-968B-4877-F4E1-6A5165C834EE.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,
C82DF07E-0ABE-2B41-E72F-54D3632735B9,SQL pocket guide,book,1449394094;144930186X,9781449394097;9781449301866,http://readinglists.ucl.ac.uk/items/C82DF07E-0ABE-2B41-E72F-54D3632735B9.html,074DEFFB-49ED-BAF2-9296-6F0191E2EEC2,
C88696D6-C481-80C3-A901-9B466BE6AFE9,Facts Are Sacred: The Power of Data,book,978-0571301614,,http://readinglists.ucl.ac.uk/items/C88696D6-C481-80C3-A901-9B466BE6AFE9.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA:Recommended,
C937D4D3-32BF-5ABE-653A-3EC3B151103B,The compact city: a sustainable urban form?,book,0419213007,9780419213000,http://readinglists.ucl.ac.uk/items/C937D4D3-32BF-5ABE-653A-3EC3B151103B.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
CD88EA06-DBF4-8076-F2FE-5A8964B7907F,"Geocomputation: a practical primer, chapter 15",book,,9781446272923;9781446272930,http://readinglists.ucl.ac.uk/items/CD88EA06-DBF4-8076-F2FE-5A8964B7907F.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
CF0C068C-13DC-6CF1-A619-67F8D61C16E8,A new philosophy of society: assemblage theory and social complexity,book,0826481701;0826491693,9780826481702;9780826491695,http://readinglists.ucl.ac.uk/items/CF0C068C-13DC-6CF1-A619-67F8D61C16E8.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
D0D03768-40DC-A4B2-3060-DF83CE674B6C,Geospatial Analysis - spatial and GIS analysis techniques and GIS software,book,,,http://readinglists.ucl.ac.uk/items/D0D03768-40DC-A4B2-3060-DF83CE674B6C.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
D13FB0C5-FCB9-6501-A875-C8CDF11CF234,Explanation in geography,book,0713154640,,http://readinglists.ucl.ac.uk/items/D13FB0C5-FCB9-6501-A875-C8CDF11CF234.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
D3D84A1F-72DA-A33A-4B56-EA5F2B8F5C9F,Basic concepts in sociology,book,0806503041,,http://readinglists.ucl.ac.uk/items/D3D84A1F-72DA-A33A-4B56-EA5F2B8F5C9F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
D5514DAA-D6F7-60E7-EB99-D34A27F455D7,The entrepreneurial state: debunking public vs. private myths in innovation,book,0857282522,9780857282521,http://readinglists.ucl.ac.uk/items/D5514DAA-D6F7-60E7-EB99-D34A27F455D7.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
D7429FB6-73EE-1C64-843B-E43E57562A25,Data Action,book,,9780262044196,http://readinglists.ucl.ac.uk/items/D7429FB6-73EE-1C64-843B-E43E57562A25.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,
D8285EBE-247A-6844-E602-1B751E28B9BD,"Splintering urbanism: networked infrastructures, technological mobilities and the urban condition",book,0415189659;0415189640,9780415189651,http://readinglists.ucl.ac.uk/items/D8285EBE-247A-6844-E602-1B751E28B9BD.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,10.4324/9780203452202
D9909310-3874-CE1D-C7D5-C7614D661D52,"Design for information: an introduction to the histories, theories, and best practices behind effective information visualizations",book,1592538061,9781592538065,http://readinglists.ucl.ac.uk/items/D9909310-3874-CE1D-C7D5-C7614D661D52.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA:Recommended,
DB6DD698-125A-A1AC-9E93-12CAE51E008A,Advanced spatial analysis: the CASA book of GIS,book,1589480732,,http://readinglists.ucl.ac.uk/items/DB6DD698-125A-A1AC-9E93-12CAE51E008A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,
DC661AF3-607A-167D-B06E-1AD537AA5FD9,Urban social geography: an introduction,book,0273717634,9780273717638,http://readinglists.ucl.ac.uk/items/DC661AF3-607A-167D-B06E-1AD537AA5FD9.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
DC83E643-4B98-3D5D-145F-84A135C8B73B,Statistics (Heinemann Modular Mathematics for London AS & A-level),book,0435518119,9780435518110,http://readinglists.ucl.ac.uk/items/DC83E643-4B98-3D5D-145F-84A135C8B73B.html,F337A367-A79E-5897-3521-039ADAAE58C0,
DC899913-E535-4A67-B6B0-45F51FBD492E,Statistics for the Behavioral Sciences,book,,9781544362816,http://readinglists.ucl.ac.uk/items/dc899913-e535-4a67-b6b0-45f51fbd492e.html,F337A367-A79E-5897-3521-039ADAAE58C0,
DCA7E8B5-3F4F-9DA3-3BD2-007F76D7F4B8,Spatial autocorrelation,book,0850860369;0850860377,,http://readinglists.ucl.ac.uk/items/DCA7E8B5-3F4F-9DA3-3BD2-007F76D7F4B8.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
DE499F4A-D1E7-FCF2-BBFD-45576FF9D683,The image of the city,book,0262120046;0262620014,9780262120043;9780262620017,http://readinglists.ucl.ac.uk/items/DE499F4A-D1E7-FCF2-BBFD-45576FF9D683.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
E158BC1F-529B-7692-C8E2-99DA232B55BC,"Beyond smart cities: how cities network, learn and innovate",book,1849714258;1849714266,9781849714259;9781849714266,http://readinglists.ucl.ac.uk/items/E158BC1F-529B-7692-C8E2-99DA232B55BC.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
E23AAD45-F32B-88EF-5ED9-BF21389648AC,Generalising the Lowry model,book,,,http://readinglists.ucl.ac.uk/items/E23AAD45-F32B-88EF-5ED9-BF21389648AC.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,
E539FCC7-8ABE-B662-3AC1-67AB2CA17891,New principles in planning evaluation,book,0754675076;0754609138,9780754675075;9780754609131,http://readinglists.ucl.ac.uk/items/E539FCC7-8ABE-B662-3AC1-67AB2CA17891.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,10.4324/9781315248004
E5DC3293-9742-D53A-412F-2BE0AABF8938,An introduction to statistical learning: with applications in R,book,1461471370,9781461471370,http://readinglists.ucl.ac.uk/items/E5DC3293-9742-D53A-412F-2BE0AABF8938.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
E6773BA6-218E-A88D-8A4B-79A612F6AFBD,A Programmers Guide to Data Mining,book,,,http://readinglists.ucl.ac.uk/items/E6773BA6-218E-A88D-8A4B-79A612F6AFBD.html,074DEFFB-49ED-BAF2-9296-6F0191E2EEC2,
E88B8FE3-581D-EF1A-04C0-55AACF1D1B38,Urban travel demand modeling: from individual choices to general equilibrium,book,0471557234,,http://readinglists.ucl.ac.uk/items/E88B8FE3-581D-EF1A-04C0-55AACF1D1B38.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
E91322C1-D23E-4F6D-502C-EEDF04590A13,Data points: visualization that means something,book,,9781118462195,http://readinglists.ucl.ac.uk/items/E91322C1-D23E-4F6D-502C-EEDF04590A13.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,
E9C1967A-75BA-6664-7A2F-C3EE560CB5F5,R graphics cookbook,book,1449363113;1449363105;1449316956;1449363083,9781449363116;9781449363109;9781449316952;9781449363086,http://readinglists.ucl.ac.uk/items/E9C1967A-75BA-6664-7A2F-C3EE560CB5F5.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
EA5472CC-DF12-DA0B-F6C0-2488F5EDBC5E,The death of distance: how the communications revolution will change our lives,book,0752812505;0752812521,,http://readinglists.ucl.ac.uk/items/EA5472CC-DF12-DA0B-F6C0-2488F5EDBC5E.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
EA8F7238-3741-7F3E-49AE-E3E90042A3C6,Fractal cities: a geometry of form and function,book,0124555705,,http://readinglists.ucl.ac.uk/items/EA8F7238-3741-7F3E-49AE-E3E90042A3C6.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
EBBFC6CD-03D0-B62C-8411-37AA047FF17E,Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking,book,,9781449361327,http://readinglists.ucl.ac.uk/items/EBBFC6CD-03D0-B62C-8411-37AA047FF17E.html,074DEFFB-49ED-BAF2-9296-6F0191E2EEC2,
EC8A703F-99F7-312C-D648-01C880472AB1,"Geocomputation with R, chapter 5",book,,,http://readinglists.ucl.ac.uk/items/EC8A703F-99F7-312C-D648-01C880472AB1.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
EDC84558-48E3-244D-BDBA-8DB4077CDD50,Practical data analysis with JMP,book,1607644878;1607644754,9781607644873;9781607644750,http://readinglists.ucl.ac.uk/items/EDC84558-48E3-244D-BDBA-8DB4077CDD50.html,074DEFFB-49ED-BAF2-9296-6F0191E2EEC2,
EDFB2D4E-6C7E-BDB6-10EC-3AD8779B86AC,Writing Science in Plain English,book,,9780226026404,http://readinglists.ucl.ac.uk/items/EDFB2D4E-6C7E-BDB6-10EC-3AD8779B86AC.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,
EF375A7D-DDEA-7985-B041-168AD305D0B5,"Karl Marx, Frederick Engels: Collected Works, vol. 35, Karl Marx: Capital, vol. 1",book,,,http://readinglists.ucl.ac.uk/items/EF375A7D-DDEA-7985-B041-168AD305D0B5.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
F168AB3C-47FB-D3BA-55FB-504AEAA49F12,Agent-Based Models,book,,9781412949644;9781412983259,http://readinglists.ucl.ac.uk/items/F168AB3C-47FB-D3BA-55FB-504AEAA49F12.html,FF07D106-8495-A29B-1581-0986A4A5FB26:Recommended,10.4135/9781412983259
F22C5EA0-BEA0-469D-A810-4E6C2D5B01B2,Statistical inference,book,0534243126,9780534243128,http://readinglists.ucl.ac.uk/items/f22c5ea0-bea0-469d-a810-4e6c2d5b01b2.html,F337A367-A79E-5897-3521-039ADAAE58C0,
F339A477-8D8A-65C3-2E4B-D09304CD7CC9,Geographically weighted regression: the analysis of spatially varying relationships,book,0471496162,9780471496168,http://readinglists.ucl.ac.uk/items/F339A477-8D8A-65C3-2E4B-D09304CD7CC9.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
F754AAF6-3AA4-E542-B8D5-4103CE0F59BD,Making maps: a visual guide to map design for GIS,book,,9781462509980,http://readinglists.ucl.ac.uk/items/F754AAF6-3AA4-E542-B8D5-4103CE0F59BD.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA:Recommended,
F91E8F35-AF07-F886-8215-29CD0530B8D3,Data Feminism,book,,9780262044004,http://readinglists.ucl.ac.uk/items/F91E8F35-AF07-F886-8215-29CD0530B8D3.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,
F9F9B9BF-3BBA-FB17-8F05-4D389AB36472,Beyond benefit cost analysis: accounting for non-market values in planning evaluation,book,0754640949,,http://readinglists.ucl.ac.uk/items/F9F9B9BF-3BBA-FB17-8F05-4D389AB36472.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
FD3207BE-8836-BD1A-46DD-87783647CDF0,Radical technologies: the design of everyday life,book,,9781784780432;9781784780463;9781784780456,http://readinglists.ucl.ac.uk/items/FD3207BE-8836-BD1A-46DD-87783647CDF0.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1,
FD7E17F5-0389-74F6-79B1-2DD0571CE7F8,The new science of cities,book,1461950333;0262318237;1306091071,9781461950332;9780262318235;9781306091077;9780262019521,http://readinglists.ucl.ac.uk/items/FD7E17F5-0389-74F6-79B1-2DD0571CE7F8.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
FEA5513C-C128-4C2A-6899-9714384C637B,Splintering Urbanism,book,,,http://readinglists.ucl.ac.uk/items/FEA5513C-C128-4C2A-6899-9714384C637B.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,
FEDF9D5F-F54C-2491-A509-00F9A2C74E89,"The new urban crisis: how our cities are increasing inequality, deepening segregation, and failing the middle class-- and what we can do about it",book,0465079741,9780465079742,http://readinglists.ucl.ac.uk/items/FEDF9D5F-F54C-2491-A509-00F9A2C74E89.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,
FFDE090A-C5BF-B68A-073C-4CFF7BE2BE7D,Advanced spatial analysis: the CASA book of GIS,book,1589480732,,http://readinglists.ucl.ac.uk/items/FFDE090A-C5BF-B68A-073C-4CFF7BE2BE7D.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,
